Project Name,Street Name,Type,District.,Market Segment,Tenure.,Asking.,Floor.Description,Date.,Area.Builtup,PSF.
REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,D4,RCR,99 yrs lease commencing from 2006,1780000,06 to 10,2022-08,1076,1654
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,D3,RCR,99 yrs lease commencing from 2013,1480000,11 to 15,2022-08,797,1858
THE INTERLACE,DEPOT ROAD,Condominium,D4,RCR,99 yrs lease commencing from 2009,2420000,11 to 15,2022-08,1765,1371
MARINA BAY SUITES,CENTRAL BOULEVARD,Condominium,D1,CCR,99 yrs lease commencing from 2007,5.00E+06,56 to 60,2022-08,2691,1858
REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,D4,RCR,99 yrs lease commencing from 2006,3100000,16 to 20,2022-08,1873,1655
CAPE ROYALE,COVE WAY,Condominium,D4,CCR,99 yrs lease commencing from 2008,5544900,06 to 10,2022-08,2508,2211
TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,D3,RCR,99 yrs lease commencing from 1997,2060000,01 to 05,2022-08,1249,1650
THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,D1,CCR,99 yrs lease commencing from 2002,2300000,01 to 05,2022-08,1453,1583
CARABELLE,WEST COAST WAY,Condominium,D5,OCR,956 yrs lease commencing from 1928,1840000,01 to 05,2022-08,1259,1461
WEST BAY CONDOMINIUM,WEST COAST CRESCENT,Condominium,D5,OCR,99 yrs lease commencing from 1991,925000,06 to 10,2022-08,893,1035
THE CREST,PRINCE CHARLES CRESCENT,Condominium,D3,RCR,99 yrs lease commencing from 2012,3.00E+06,21 to 25,2022-08,1733,1731
MARINA ONE RESIDENCES,MARINA WAY,Apartment,D1,CCR,99 yrs lease commencing from 2011,1620000,21 to 25,2022-08,700,2315
SKYLINE RESIDENCES,TELOK BLANGAH ROAD,Condominium,D4,RCR,Freehold,1080000,21 to 25,2022-08,484,2230
PARC RIVIERA,WEST COAST VALE,Condominium,D5,OCR,99 yrs lease commencing from 2015,983000,26 to 30,2022-08,646,1522
THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,D1,CCR,99 yrs lease commencing from 2002,1625000,16 to 20,2022-08,883,1841
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,D3,RCR,99 yrs lease commencing from 2014,1500000,21 to 25,2022-08,764,1963
REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,D4,RCR,99 yrs lease commencing from 2006,2655000,01 to 05,2022-08,1615,1644
CAPE ROYALE,COVE WAY,Condominium,D4,CCR,99 yrs lease commencing from 2008,5590000,06 to 10,2022-08,2530,2210
QUEENS PEAK,DUNDEE ROAD,Condominium,D3,RCR,99 yrs lease commencing from 2015,1520000,26 to 30,2022-08,775,1961
STIRLING RESIDENCES,STIRLING ROAD,Apartment,D3,RCR,99 yrs lease commencing from 2017,1360000,06 to 10,2022-08,657,2071
MARINA ONE RESIDENCES,MARINA WAY,Apartment,D1,CCR,99 yrs lease commencing from 2011,1650000,16 to 20,2022-08,721,2288
WHISTLER GRAND,WEST COAST VALE,Apartment,D5,OCR,99 yrs lease commencing from 2018,1300000,21 to 25,2022-08,764,1701
SKYSUITES@ANSON,ENGGOR STREET,Apartment,D2,CCR,99 yrs lease commencing from 2008,980000,51 to 55,2022-08,398,2461
BOTANNIA,WEST COAST PARK,Condominium,D5,OCR,956 yrs lease commencing from 1928,1380000,01 to 05,2022-08,1076,1282
ASCENTIA SKY,ALEXANDRA VIEW,Condominium,D3,RCR,99 yrs lease commencing from 2008,2320000,26 to 30,2022-08,1475,1573
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,D3,RCR,99 yrs lease commencing from 2013,835000,06 to 10,2022-08,441,1892
THE INTERLACE,DEPOT ROAD,Condominium,D4,RCR,99 yrs lease commencing from 2009,1650000,06 to 10,2022-08,1055,1564
ICON,GOPENG STREET,Apartment,D2,CCR,99 yrs lease commencing from 2002,1550000,01 to 05,2022-08,883,1756
THE CLEMENT CANOPY,CLEMENTI AVENUE 1,Apartment,D5,OCR,99 yrs lease commencing from 2016,1210000,31 to 35,2022-08,657,1843
ICON,GOPENG STREET,Apartment,D2,CCR,99 yrs lease commencing from 2002,1060000,21 to 25,2022-08,581,1824
BIJOU,JALAN MAT JAMBOL,Apartment,D5,RCR,Freehold,1321336,01 to 05,2022-08,614,2154
PARC RIVIERA,WEST COAST VALE,Condominium,D5,OCR,99 yrs lease commencing from 2015,1300000,06 to 10,2022-08,904,1438
TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,D3,RCR,99 yrs lease commencing from 1997,1858000,11 to 15,2022-08,1141,1628
TERESA VILLE,LOWER DELTA ROAD,Condominium,D4,RCR,Freehold,3123180,06 to 10,2022-08,1927,1621
THE TRILINQ,JALAN LEMPENG,Condominium,D5,OCR,99 yrs lease commencing from 2012,1620000,11 to 15,2022-08,936,1730
ALEXIS,ALEXANDRA ROAD,Apartment,D3,RCR,Freehold,740000,01 to 05,2022-08,398,1858
QUEENS PEAK,DUNDEE ROAD,Condominium,D3,RCR,99 yrs lease commencing from 2015,868888,21 to 25,2022-08,431,2018
THE INFINITI,WEST COAST PARK,Condominium,D5,OCR,Freehold,1780000,01 to 05,2022-08,1302,1367
THE TRILINQ,JALAN LEMPENG,Condominium,D5,OCR,99 yrs lease commencing from 2012,1182500,26 to 30,2022-08,710,1665
STIRLING RESIDENCES,STIRLING ROAD,Apartment,D3,RCR,99 yrs lease commencing from 2017,1460000,11 to 15,2022-08,689,2119
HIGHLINE RESIDENCES,KIM TIAN ROAD,Condominium,D3,RCR,99 yrs lease commencing from 2013,2730000,01 to 05,2022-08,1292,2114
PARC RIVIERA,WEST COAST VALE,Condominium,D5,OCR,99 yrs lease commencing from 2015,1023000,06 to 10,2022-08,710,1440
CAPE ROYALE,COVE WAY,Condominium,D4,CCR,99 yrs lease commencing from 2008,5471300,06 to 10,2022-08,2508,2182
THE PARC CONDOMINIUM,WEST COAST WALK,Condominium,D5,OCR,Freehold,1550000,06 to 10,2022-08,980,1582
LUXE VILLE,PASIR PANJANG ROAD,Apartment,D5,RCR,Freehold,2200000,01 to 05,2022-08,1668,1319
WHISTLER GRAND,WEST COAST VALE,Apartment,D5,OCR,99 yrs lease commencing from 2018,1080000,06 to 10,2022-08,614,1760
ALEX RESIDENCES,ALEXANDRA VIEW,Apartment,D3,RCR,99 yrs lease commencing from 2013,920000,06 to 10,2022-08,474,1942
MARINA ONE RESIDENCES,MARINA WAY,Apartment,D1,CCR,99 yrs lease commencing from 2011,1753092,21 to 25,2022-08,689,2545
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,Apartment,D5,RCR,99 yrs lease commencing from 2005,2780000,21 to 25,2022-08,1701,1635
TWIN VEW,WEST COAST VALE,Apartment,D5,OCR,99 yrs lease commencing from 2017,1271000,26 to 30,2022-08,732,1736
ECHELON,ALEXANDRA VIEW,Condominium,D3,RCR,99 yrs lease commencing from 2012,930000,11 to 15,2022-08,452,2057
THE FORESTA @ MOUNT FABER,WISHART ROAD,Condominium,D4,RCR,Freehold,1450000,01 to 05,2022-08,786,1845
THE TRILINQ,JALAN LEMPENG,Condominium,D5,OCR,99 yrs lease commencing from 2012,9.00E+05,26 to 30,2022-08,538,1672
WHITEHAVEN,PASIR PANJANG ROAD,Apartment,D5,RCR,Freehold,942000,01 to 05,2022-08,538,1750
RIVER PLACE,HAVELOCK ROAD,Condominium,D3,RCR,99 yrs lease commencing from 1995,1320000,06 to 10,2022-08,797,1657
THE CLIFT,MCCALLUM STREET,Apartment,D1,CCR,99 yrs lease commencing from 2004,985000,11 to 15,2022-08,527,1868
STIRLING RESIDENCES,STIRLING ROAD,Apartment,D3,RCR,99 yrs lease commencing from 2017,1675000,31 to 35,2022-08,764,2192
WHISTLER GRAND,WEST COAST VALE,Apartment,D5,OCR,99 yrs lease commencing from 2018,790000,01 to 05,2022-08,441,1790
SKYSUITES@ANSON,ENGGOR STREET,Apartment,D2,CCR,99 yrs lease commencing from 2008,828000,21 to 25,2022-08,366,2262
WHISTLER GRAND,WEST COAST VALE,Apartment,D5,OCR,99 yrs lease commencing from 2018,1600000,11 to 15,2022-08,990,1616
THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,D1,CCR,99 yrs lease commencing from 2002,1500000,46 to 50,2022-08,1313,1142
VARSITY PARK CONDOMINIUM,WEST COAST ROAD,Condominium,D5,OCR,99 yrs lease commencing from 2004,2410000,01 to 05,2022-08,1798,1341
MERAPRIME,JALAN BUKIT HO SWEE,Condominium,D3,RCR,99 yrs lease commencing from 2003,2040000,31 to 35,2022-08,1098,1858
WHISTLER GRAND,WEST COAST VALE,Apartment,D5,OCR,99 yrs lease commencing from 2018,880000,21 to 25,2022-08,506,1739
STIRLING RESIDENCES,STIRLING ROAD,Apartment,D3,RCR,99 yrs lease commencing from 2017,1540000,31 to 35,2022-08,689,2236
STIRLING RESIDENCES,STIRLING ROAD,Apartment,D3,RCR,99 yrs lease commencing from 2017,1320000,06 to 10,2022-08,635,2079
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,D3,RCR,99 yrs lease commencing from 2013,890000,06 to 10,2022-08,484,1837
REGENT PARK,JALAN LEMPENG,Condominium,D5,OCR,99 yrs lease commencing from 1993,1070000,06 to 10,2022-08,958,1117
SKY EVERTON,EVERTON ROAD,Apartment,D2,RCR,Freehold,1575000,26 to 30,2022-08,646,2439
STIRLING RESIDENCES,STIRLING ROAD,Apartment,D3,RCR,99 yrs lease commencing from 2017,2100000,26 to 30,2022-08,980,2144
STIRLING RESIDENCES,STIRLING ROAD,Apartment,D3,RCR,99 yrs lease commencing from 2017,2260000,11 to 15,2022-08,1055,2142
76 SHENTON,SHENTON WAY,Apartment,D2,CCR,99 yrs lease commencing from 2007,1160000,11 to 15,2022-08,624,1858
HERITAGE VIEW,DOVER RISE,Condominium,D5,RCR,99 yrs lease commencing from 1996,1830000,06 to 10,2022-08,1195,1532
THE TRILINQ,JALAN LEMPENG,Condominium,D5,OCR,99 yrs lease commencing from 2012,1380000,01 to 05,2022-08,893,1545
REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,D4,RCR,99 yrs lease commencing from 2006,7650000,01 to 05,2022-08,3272,2338
SEAHILL,WEST COAST CRESCENT,Condominium,D5,OCR,99 yrs lease commencing from 2011,1685000,11 to 15,2022-08,1044,1614
REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,D4,RCR,99 yrs lease commencing from 2006,2060000,01 to 05,2022-08,1313,1569
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,D4,RCR,99 yrs lease commencing from 1999,2520000,06 to 10,2022-08,1356,1858
THE INTERLACE,DEPOT ROAD,Condominium,D4,RCR,99 yrs lease commencing from 2009,2920000,01 to 05,2022-08,2056,1420
MARINA BAY SUITES,CENTRAL BOULEVARD,Condominium,D1,CCR,99 yrs lease commencing from 2007,5650000,26 to 30,2022-08,2680,2108
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,D3,RCR,99 yrs lease commencing from 2013,1525000,26 to 30,2022-08,797,1915
QUEENS PEAK,DUNDEE ROAD,Condominium,D3,RCR,99 yrs lease commencing from 2015,970000,16 to 20,2022-08,484,2003
VARSITY PARK CONDOMINIUM,WEST COAST ROAD,Condominium,D5,OCR,99 yrs lease commencing from 2004,1350000,01 to 05,2022-08,990,1363
MARINA ONE RESIDENCES,MARINA WAY,Apartment,D1,CCR,99 yrs lease commencing from 2011,3830000,11 to 15,2022-08,1561,2454
STIRLING RESIDENCES,STIRLING ROAD,Apartment,D3,RCR,99 yrs lease commencing from 2017,1900000,26 to 30,2022-08,883,2153
ALEXIS,ALEXANDRA ROAD,Apartment,D3,RCR,Freehold,735000,01 to 05,2022-08,409,1797
V ON SHENTON,SHENTON WAY,Apartment,D1,CCR,99 yrs lease commencing from 2011,3888000,36 to 40,2022-08,1765,2202
THE PARC CONDOMINIUM,WEST COAST WALK,Condominium,D5,OCR,Freehold,2148000,21 to 25,2022-08,1292,1663
WHISTLER GRAND,WEST COAST VALE,Apartment,D5,OCR,99 yrs lease commencing from 2018,1500000,01 to 05,2022-07,958,1566
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,D3,RCR,99 yrs lease commencing from 2013,880000,06 to 10,2022-07,441,1994
CAPE ROYALE,COVE WAY,Condominium,D4,CCR,99 yrs lease commencing from 2008,4132400,11 to 15,2022-07,1905,2169
THE TRILINQ,JALAN LEMPENG,Condominium,D5,OCR,99 yrs lease commencing from 2012,879000,16 to 20,2022-07,538,1633
THE TRILINQ,JALAN LEMPENG,Condominium,D5,OCR,99 yrs lease commencing from 2012,880000,26 to 30,2022-07,538,1635
MARINA BAY RESIDENCES,MARINA BOULEVARD,Condominium,D1,CCR,99 yrs lease commencing from 2005,1450000,11 to 15,2022-07,743,1952
MERAPRIME,JALAN BUKIT HO SWEE,Condominium,D3,RCR,99 yrs lease commencing from 2003,1960000,16 to 20,2022-07,1098,1785
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,D3,RCR,99 yrs lease commencing from 2014,9.00E+05,11 to 15,2022-07,484,1858
STIRLING RESIDENCES,STIRLING ROAD,Apartment,D3,RCR,99 yrs lease commencing from 2017,1633888,16 to 20,2022-07,764,2138
NEWEST,WEST COAST DRIVE,Apartment,D5,OCR,956 yrs lease commencing from 1928,2490000,01 to 05,2022-07,2519,989
ICON,GOPENG STREET,Apartment,D2,CCR,99 yrs lease commencing from 2002,1408000,26 to 30,2022-07,786,1792
76 SHENTON,SHENTON WAY,Apartment,D2,CCR,99 yrs lease commencing from 2007,1220000,26 to 30,2022-07,624,1954
PEOPLE'S PARK COMPLEX,PARK ROAD,Apartment,D1,RCR,99 yrs lease commencing from 1968,1522000,21 to 25,2022-07,1604,949
ICON,GOPENG STREET,Apartment,D2,CCR,99 yrs lease commencing from 2002,1700000,36 to 40,2022-07,936,1815
MONTEREY PARK CONDOMINIUM,WEST COAST RISE,Condominium,D5,OCR,999 yrs lease commencing from 1885,2678000,11 to 15,2022-07,2056,1303
THE VERANDAH RESIDENCES,PASIR PANJANG ROAD,Apartment,D5,RCR,Freehold,1160000,01 to 05,2022-07,646,1796
MURANO,PASIR PANJANG ROAD,Apartment,D5,RCR,Freehold,2108888,01 to 05,2022-07,2045,1031
ONE SHENTON,SHENTON WAY,Apartment,D1,CCR,99 yrs lease commencing from 2005,2515000,06 to 10,2022-07,1485,1693
THE INTERLACE,DEPOT ROAD,Condominium,D4,RCR,99 yrs lease commencing from 2009,1320000,11 to 15,2022-07,807,1635
RIVER PLACE,HAVELOCK ROAD,Condominium,D3,RCR,99 yrs lease commencing from 1995,1200000,01 to 05,2022-07,786,1527
MARINA ONE RESIDENCES,MARINA WAY,Apartment,D1,CCR,99 yrs lease commencing from 2011,3950000,31 to 35,2022-07,1539,2566
THE PEARL @ MOUNT FABER,MOUNT FABER ROAD,Condominium,D4,RCR,99 yrs lease commencing from 2002,1600000,06 to 10,2022-07,1163,1376
THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,D1,CCR,99 yrs lease commencing from 2002,1200000,11 to 15,2022-07,678,1770
THE SORRENTO,WEST COAST ROAD,Condominium,D5,OCR,Freehold,781000,01 to 05,2022-07,474,1649
REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,D4,RCR,99 yrs lease commencing from 2006,1880000,01 to 05,2022-07,1281,1468
CAPE ROYALE,COVE WAY,Condominium,D4,CCR,99 yrs lease commencing from 2008,10107000,16 to 20,2022-07,4768,2120
CAPE ROYALE,COVE WAY,Condominium,D4,CCR,99 yrs lease commencing from 2008,7150000,16 to 20,2022-07,3434,2082
EON SHENTON,SHENTON WAY,Apartment,D2,CCR,99 yrs lease commencing from 2011,2400000,31 to 35,2022-07,1227,1956
WHISTLER GRAND,WEST COAST VALE,Apartment,D5,OCR,99 yrs lease commencing from 2018,782000,06 to 10,2022-07,441,1772
BIJOU,JALAN MAT JAMBOL,Apartment,D5,RCR,Freehold,1.00E+06,01 to 05,2022-07,549,1822
QUEENS PEAK,DUNDEE ROAD,Condominium,D3,RCR,99 yrs lease commencing from 2015,975000,16 to 20,2022-07,484,2013
REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,D4,RCR,99 yrs lease commencing from 2006,1560000,06 to 10,2022-07,1012,1542
PARC RIVIERA,WEST COAST VALE,Condominium,D5,OCR,99 yrs lease commencing from 2015,920000,16 to 20,2022-07,603,1526
REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,D4,RCR,99 yrs lease commencing from 2006,2978000,06 to 10,2022-07,1711,1740
THE PEARL @ MOUNT FABER,MOUNT FABER ROAD,Condominium,D4,RCR,99 yrs lease commencing from 2002,2918300,06 to 10,2022-07,3111,938
STIRLING RESIDENCES,STIRLING ROAD,Apartment,D3,RCR,99 yrs lease commencing from 2017,1620000,21 to 25,2022-07,764,2120
THE CLEMENT CANOPY,CLEMENTI AVENUE 1,Apartment,D5,OCR,99 yrs lease commencing from 2016,1095000,11 to 15,2022-07,657,1668
THE INFINITI,WEST COAST PARK,Condominium,D5,OCR,Freehold,1590000,01 to 05,2022-07,1270,1252
MARINA ONE RESIDENCES,MARINA WAY,Apartment,D1,CCR,99 yrs lease commencing from 2011,2650000,01 to 05,2022-07,1163,2280
PARC RIVIERA,WEST COAST VALE,Condominium,D5,OCR,99 yrs lease commencing from 2015,1650000,36 to 40,2022-07,1421,1161
QUEENS PEAK,DUNDEE ROAD,Condominium,D3,RCR,99 yrs lease commencing from 2015,1238888,16 to 20,2022-07,624,1984
QUEENS PEAK,DUNDEE ROAD,Condominium,D3,RCR,99 yrs lease commencing from 2015,1035000,21 to 25,2022-07,495,2090
THE AZURE,OCEAN DRIVE,Condominium,D4,CCR,99 yrs lease commencing from 2005,2958000,01 to 05,2022-07,1668,1773
REGENT PARK,JALAN LEMPENG,Condominium,D5,OCR,99 yrs lease commencing from 1993,1068000,06 to 10,2022-07,958,1115
DOVER PARKVIEW,DOVER RISE,Condominium,D5,RCR,99 yrs lease commencing from 1993,1150000,06 to 10,2022-07,969,1187
BOTANNIA,WEST COAST PARK,Condominium,D5,OCR,956 yrs lease commencing from 1928,1880000,01 to 05,2022-07,1238,1519
ALTEZ,ENGGOR STREET,Apartment,D2,CCR,99 yrs lease commencing from 2008,1600000,31 to 35,2022-07,861,1858
WALLICH RESIDENCE,WALLICH STREET,Apartment,D2,CCR,99 yrs lease commencing from 2011,6550000,56 to 60,2022-07,1722,3803
STIRLING RESIDENCES,STIRLING ROAD,Apartment,D3,RCR,99 yrs lease commencing from 2017,1938000,21 to 25,2022-07,883,2196
VARSITY PARK CONDOMINIUM,WEST COAST ROAD,Condominium,D5,OCR,99 yrs lease commencing from 2004,1850000,01 to 05,2022-07,1367,1353
REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Condominium,D4,RCR,99 yrs lease commencing from 2006,1900000,01 to 05,2022-07,1292,1471
THE CLIFT,MCCALLUM STREET,Apartment,D1,CCR,99 yrs lease commencing from 2004,999000,16 to 20,2022-07,506,1975
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,D4,RCR,99 yrs lease commencing from 1999,3.00E+06,01 to 05,2022-07,1647,1822
STIRLING RESIDENCES,STIRLING ROAD,Apartment,D3,RCR,99 yrs lease commencing from 2017,1360000,11 to 15,2022-07,635,2141
PARC RIVIERA,WEST COAST VALE,Condominium,D5,OCR,99 yrs lease commencing from 2015,705000,06 to 10,2022-07,463,1523
RIVER PLACE,HAVELOCK ROAD,Condominium,D3,RCR,99 yrs lease commencing from 1995,2250000,01 to 05,2022-07,1432,1572
ECHELON,ALEXANDRA VIEW,Condominium,D3,RCR,99 yrs lease commencing from 2012,1450000,06 to 10,2022-07,732,1981
TERESA VILLE,LOWER DELTA ROAD,Condominium,D4,RCR,Freehold,2350000,11 to 15,2022-07,1356,1733
THE AZURE,OCEAN DRIVE,Condominium,D4,CCR,99 yrs lease commencing from 2005,3480000,01 to 05,2022-07,1927,1806
THE CLEMENT CANOPY,CLEMENTI AVENUE 1,Apartment,D5,OCR,99 yrs lease commencing from 2016,1960000,26 to 30,2022-07,1141,1718
QUEENS PEAK,DUNDEE ROAD,Condominium,D3,RCR,99 yrs lease commencing from 2015,1500000,16 to 20,2022-07,807,1858
THE REGENCY AT TIONG BAHRU,CHAY YAN STREET,Condominium,D3,RCR,Freehold,2780000,16 to 20,2022-07,1281,2170
CAPE ROYALE,COVE WAY,Condominium,D4,CCR,99 yrs lease commencing from 2008,5605000,16 to 20,2022-07,2530,2216
WEST BAY CONDOMINIUM,WEST COAST CRESCENT,Condominium,D5,OCR,99 yrs lease commencing from 1991,939000,01 to 05,2022-07,893,1051
THE ANCHORAGE,ALEXANDRA ROAD,Condominium,D3,RCR,Freehold,2628000,01 to 05,2022-07,1647,1596
CAPE ROYALE,COVE WAY,Condominium,D4,CCR,99 yrs lease commencing from 2008,4093000,11 to 15,2022-07,1905,2148
QUEENS PEAK,DUNDEE ROAD,Condominium,D3,RCR,99 yrs lease commencing from 2015,960000,06 to 10,2022-07,495,1939
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,D3,RCR,99 yrs lease commencing from 2013,1486000,16 to 20,2022-07,797,1866
ECHELON,ALEXANDRA VIEW,Condominium,D3,RCR,99 yrs lease commencing from 2012,950000,16 to 20,2022-07,452,2101
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Apartment,D5,RCR,99 yrs lease commencing from 2005,2495000,11 to 15,2022-07,1615,1545
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Apartment,D5,RCR,99 yrs lease commencing from 2005,1866666,11 to 15,2022-07,1109,1684
V ON SHENTON,SHENTON WAY,Apartment,D1,CCR,99 yrs lease commencing from 2011,1888000,11 to 15,2022-07,1055,1790
WHISTLER GRAND,WEST COAST VALE,Apartment,D5,OCR,99 yrs lease commencing from 2018,1359920,26 to 30,2022-07,764,1779
MARINA ONE RESIDENCES,MARINA WAY,Apartment,D1,CCR,99 yrs lease commencing from 2011,4046128,26 to 30,2022-07,1593,2540
BOTANNIA,WEST COAST PARK,Condominium,D5,OCR,956 yrs lease commencing from 1928,1380000,06 to 10,2022-07,904,1526
CAPE ROYALE,COVE WAY,Condominium,D4,CCR,99 yrs lease commencing from 2008,3598000,11 to 15,2022-07,1679,2143
MERAPRIME,JALAN BUKIT HO SWEE,Condominium,D3,RCR,99 yrs lease commencing from 2003,1850000,01 to 05,2022-07,1152,1606
REGENT PARK,JALAN LEMPENG,Condominium,D5,OCR,99 yrs lease commencing from 1993,1120000,06 to 10,2022-07,980,1143
PARC RIVIERA,WEST COAST VALE,Condominium,D5,OCR,99 yrs lease commencing from 2015,910000,11 to 15,2022-07,603,1510
CLEMENTIWOODS CONDOMINIUM,WEST COAST ROAD,Condominium,D5,OCR,99 yrs lease commencing from 2006,1212000,01 to 05,2022-07,1001,1211
MARINA COLLECTION,COVE DRIVE,Condominium,D4,CCR,99 yrs lease commencing from 2007,7150000,01 to 05,2022-07,3789,1887
CAPE ROYALE,COVE WAY,Condominium,D4,CCR,99 yrs lease commencing from 2008,5525000,11 to 15,2022-07,2508,2203
CAPE ROYALE,COVE WAY,Condominium,D4,CCR,99 yrs lease commencing from 2008,4133000,11 to 15,2022-07,1905,2169
CAPE ROYALE,COVE WAY,Condominium,D4,CCR,99 yrs lease commencing from 2008,6204000,16 to 20,2022-07,3014,2058
THE OCEANFRONT @ SENTOSA COVE,OCEAN DRIVE,Condominium,D4,CCR,99 yrs lease commencing from 2005,7.00E+06,06 to 10,2022-07,3014,2323
ASCENTIA SKY,ALEXANDRA VIEW,Condominium,D3,RCR,99 yrs lease commencing from 2008,2300000,06 to 10,2022-07,1475,1560
CAPE ROYALE,COVE WAY,Condominium,D4,CCR,99 yrs lease commencing from 2008,3588000,11 to 15,2022-07,1679,2137
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,D3,RCR,99 yrs lease commencing from 2014,1550000,11 to 15,2022-07,764,2028
WHISTLER GRAND,WEST COAST VALE,Apartment,D5,OCR,99 yrs lease commencing from 2018,2080000,11 to 15,2022-07,1281,1624
VIVA VISTA,SOUTH BUONA VISTA ROAD,Apartment,D5,RCR,Freehold,658000,01 to 05,2022-07,344,1910
VIVA VISTA,SOUTH BUONA VISTA ROAD,Apartment,D5,RCR,Freehold,686000,01 to 05,2022-07,388,1770
SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,Apartment,D2,RCR,Freehold,880000,16 to 20,2022-07,388,2271
V ON SHENTON,SHENTON WAY,Apartment,D1,CCR,99 yrs lease commencing from 2011,1055000,26 to 30,2022-07,452,2334
ONE SHENTON,SHENTON WAY,Apartment,D1,CCR,99 yrs lease commencing from 2005,1190000,26 to 30,2022-07,581,2047
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,Condominium,D3,RCR,99 yrs lease commencing from 2014,938000,06 to 10,2022-07,506,1854
THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,D1,CCR,99 yrs lease commencing from 2002,1650000,56 to 60,2022-07,883,1869
THE CREST,PRINCE CHARLES CRESCENT,Condominium,D3,RCR,99 yrs lease commencing from 2012,2310000,01 to 05,2022-07,1216,1899
BLUE HORIZON,WEST COAST CRESCENT,Condominium,D5,OCR,99 yrs lease commencing from 2000,1390000,06 to 10,2022-07,1152,1207
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,D4,RCR,99 yrs lease commencing from 1999,2190000,01 to 05,2022-07,1206,1817
THE PEARL @ MOUNT FABER,MOUNT FABER ROAD,Condominium,D4,RCR,99 yrs lease commencing from 2002,2230000,06 to 10,2022-07,1604,1390
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,Apartment,D5,RCR,99 yrs lease commencing from 2005,1525000,06 to 10,2022-07,1281,1191
WHISTLER GRAND,WEST COAST VALE,Apartment,D5,OCR,99 yrs lease commencing from 2018,1130000,21 to 25,2022-07,624,1810
ASCENTIA SKY,ALEXANDRA VIEW,Condominium,D3,RCR,99 yrs lease commencing from 2008,1818000,41 to 45,2022-07,1023,1778
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,Condominium,D3,RCR,99 yrs lease commencing from 2013,2200000,36 to 40,2022-07,1076,2044
THE SAIL @ MARINA BAY,MARINA BOULEVARD,Apartment,D1,CCR,99 yrs lease commencing from 2002,2550000,61 to 65,2022-07,1184,2154
