Property.Name.,District.,Property.Type.,Model.,Asking.,Predicted.Rent.,Area.Builtup,PSF.,Bedrooms.,Bedrooms.Additional,Floor.Description,Floor.,Area.Land,PSF_land.,Address.,PostalCode,Developer.,Bathrooms.,Built.Year.,Tenure.,Facilities,Trains..MRT...LRT.,Bus.Stops,Primary.Schools,Secondary.Schools,Shopping.Malls,Furnish.,Integrated.Schools,HDB.Town.,No..of.Units.,lon,lat,is_HDB
Serangoon Avenue 3,NA,HDB 4 Rooms,NA,500000,1649.639213,904.1676,553,3,NA,LOW,NA,NA,NA,331 Serangoon Avenue 3 (550331),550331,NA,2,1986,LEASEHOLD/99 years,NA,"SERANGOON MRT 5 mins  CC13NE12 420m, LORONG CHUAN MRT STATION 8 mins  CC14 670m, WOODLEIGH MRT 15 mins  NE11 1.21 km","Blk 330 1 min  58105 110m, Blk 326 1 min  10558 130m, Blk 334 1 min  1331354558 140m","Yangzheng Primary 210m, St. Gabriel's Primary 870m, Chij Our Lady Of Good Counsel 1.13 km","Zhonghua Secondary 150m, St. Gabriel's Secondary 730m, Peicai Secondary 1.08 km","NEX 290m, ICB SHOPPING CENTRE 1.02 km, UPPER SERANGOON SHOPPING CENTRE 1.06 km",Partially Furnished,"Maris Stella High School 1.26 km, St. Joseph's Institution 1.89 km", Serangoon ,NA,103.8701338,1.3500005,Yes
Serangoon North Avenue 1,NA,HDB 4 Rooms,New Generation,375000,1756.599873,979.5149,383,3,NA,HIGH,NA,NA,NA,103 Serangoon North Avenue 1 (550103),550103,NA,2,1985,LEASEHOLD/99 years,NA,KOVAN MRT 24 mins  NE13 1.98 km,"Blk 101 1 min  132165737474e765525 70m, Blk 554 1 min  2555737474e763156N165132 120m, Blk 112 3 mins  315 240m","Rosyth 580m, Zhonghua Primary 1.17 km, Da Qiao Primary 1.26 km","Serangoon Garden Secondary 190m, Bowen Secondary 800m, Peicai Secondary 1.27 km","MYVILLAGE AT SERANGOON GARDEN 840m, HOUGANG 1 1.17 km, GREENWICH V 1.89 km",Partially Furnished,NA, Serangoon ,NA,103.8701338,1.3706539,Yes
Moulmein Road,NA,HDB 4 Rooms,NA,535000,1647.011133,904.1676,592,3,NA,NA,NA,NA,NA,69 Moulmein Road (300069),300069,NA,NA,1972,LEASEHOLD/99 years,"Corner Unit, City View, Air Conditioning, Cooker Hob/hood, Water Heater","FARRER PARK VIEW 10 mins  NE8 800m, NOVENA MRT 10 mins  NS20 830m, BOON KENG MRT 15 mins  NE9 1.23 km","Opp Tan Tock Seng Hosp 1 min  124518518A21 140m, Natl Skin Ctr 1 min  21124 140m","St. Joseph's Institution Junior 560m, Farrer Park Primary 720m, Hong Wen 850m","Northlight 580m, Balestier Hill Secondary 980m, Bendemeer Secondary 1.32 km","SHAW PLAZA - TWIN HEIGHTS 700m, Square 2 730m, VELOCITY @ NOVENA SQUARE 730m",NA,NA, Kallang/Whampoa ,NA,103.8505412,1.3189498,Yes
Toh Yi Drive,NA,HDB Executive,Apartment,880000,2599.154872,1571.5294,560,4,NA,NA,NA,NA,NA,7 Toh Yi Drive (590007),590007,NA,NA,1989,LEASEHOLD/99 years,"Renovated, Park/greenery View, Air Conditioning, Water Heater, Balcony","BEAUTY WORLD MRT DUE 2016 5 mins  DT5 470m, KING ALBERT PARK MRT DUE 2016 12 mins  DT6 1.0 km",NA,"Pei Hwa Presbyterian Primary 140m, Bukit Timah Primary 870m, Methodist Girls' School (primary) 1.01 km","Methodist Girls' School (secondary) 1.01 km, Yusof Ishak Secondary 1.76 km","BUKIT TIMAH PLAZA 420m, BEAUTY WORLD PLAZA 510m, BUKIT TIMAH SHOPPING CENTRE 670m",NA,"Methodist Girls' School (secondary) 1.01 km, Methodist Girls' School (primary) 1.01 km", Bukit Timah ,NA,103.7750375,1.3373757,Yes
Vetro, D12 - Balestier / Toa Payoh ,Apartment,NA,630000,1042.278245,474,1329,1,1,HIGH,NA,NA,NA,22A MAR THOMA ROAD (328703),328703,Ag Developments (Mar Thoma) Pte Ltd,1,2010,999 years,"Renovated, Park/greenery View, Air Conditioning, Cooker Hob/hood, Intercom, Water Heater, Bombshelter","POTONG PASIR MRT 10 mins  NE10 850m, BOON KENG MRT 10 mins  NE9 860m, GEYLANG BAHRU MRT 14 mins  DT24 1.19 km",NA,"St. Andrew's Junior 520m, Bendemeer Primary 710m, Hong Wen 850m","Bendemeer Secondary 370m, St. Andrew's Secondary 510m, Chij Katong Convent 950m","BENDEMEER SHOPPING MALL 970m, SHAW PLAZA - TWIN HEIGHTS 1.31 km, Hdb Hub 1.65 km",NA,NA,NA,32,103.862591,1.3274949,No
Sky Green, D13 - Macpherson / Potong Pasir ,Condominium,Condominium,1800000,2007.423605,1152,1563,3,NA,HIGH,NA,NA,NA,568 Macpherson Green (368236),368236,Unique Realty Pte Ltd,2,2015,FREEHOLD,"Chill Bar, Hydro Neck Massage, Bbq Area, Aqua Gym, Party Deck, Toilets, Spa Alcove, 30M Lap/swimming Pool, Sky Terrace, Gymnasium, Spa Pool, Water Feature/cascading Waterfall, Covered Car Parking Lot, Basement To 5TH Storey Covered, Aroma Garden/raised Planter, M&e Equipment Space, Function Rooms, Mdf Room, Children's Playground, Dry Landscape Garden, Electrical Substation, Splash/kids Pool, Pool Deck, Management Office, Bin Centre, Car Parking Lot, Dining Pavilion - Rezo Pavilion, Party Pool, Tennis Court, Contemplation Garden, Roof Terrace/ Deck, Guard Post, City View, Corner Unit, Air Conditioning, Water Heater, Cooker Hob/hood, Balcony, Bombshelter","TAI SENG MRT 5 mins  CC11 460m, MATTAR MRT 8 mins  DT25 710m, MACPHERSON MRT 9 mins  CC10DT26 770m","MacPherson Green Condo 1 min  151906262A8 50m, Citimac Ind Cplx 1 min  6290151 140m, Bef Davidson Rd 1 min  86290151 150m","Canossa Convent Primary 830m, Macpherson Primary 1.03 km, Cedar Primary 1.26 km","Macpherson Secondary 640m, Bartley Secondary 920m, Cedar Girls' Secondary 1.36 km","PAYA LEBAR SQUARE 1.67 km, SINGAPORE POST CENTRE 1.78 km",Partially Furnished,Maris Stella High School 1.37 km,NA,176,103.886324,1.3326039,No
Jurong East Street 21,NA,HDB 3 Rooms,New Generation,325000,1025.556634,721.1813,451,2,NA,HIGH,NA,NA,NA,214 Jurong East Street 21 (600214),600214,NA,2,NA,LEASEHOLD/99 years,"Renovated, Air Conditioning, Water Heater","CHINESE GARDEN MRT 9 mins  EW25 720m, JURONG EAST MRT 9 mins  EW24NS1 770m, BUKIT BATOK MRT 20 mins  NS2 1.6 km","Blk 210 1 min  50633416099 110m, Blk 105 2 mins  99160334506 180m","Fuhua Primary 410m, Yuhua Primary 460m, Princess Elizabeth Primary 1.13 km","Shuqun Secondary 140m, Crest Secondary 620m, Bukit Batok Secondary 1.05 km","Jurong Entertainment Centre 680m, JCUBE 690m, WESTGATE 710m",Partially Furnished,NA, Jurong East ,NA,103.7390989,1.3392586,Yes
Hougang Avenue 10,NA,HDB 5 Rooms,Improved,490000,2216.154247,1302.4319,376,3,NA,LOW,NA,NA,NA,512 Hougang Avenue 10 (530512),530512,NA,2,1987,LEASEHOLD/99 years,"Corner Unit, Renovated, Air Conditioning, Water Heater, Cooker Hob/hood","HOUGANG MRT 4 mins  NE14 370m, BUANGKOK MRT 17 mins  NE15 1.37 km, KOVAN MRT 17 mins  NE13 1.41 km","Blk 512 1 min  325107107M1136282 50m, Blk 508 1 min  16510111672 90m, Blk 831 1 min  826262A325107107M113 110m","Montfort Junior 300m, Xinmin Primary 640m, Holy Innocents' Primary 730m","Montfort Secondary 310m, Xinmin Secondary 660m, Holy Innocents' High 840m","Eastpoint Mall 570m, Hougang Mall 570m, THE MIDTOWN 720m",Partially Furnished,NA, Hougang ,NA,103.8887986,1.3713494,Yes
Hougang Street 91,NA,HDB 4 Rooms,Model A2,368000,1743.675207,968.751,380,3,NA,HIGH,NA,NA,NA,911 Hougang Street 91 (530911),530911,NA,2,1998,LEASEHOLD/99 years,"Corner Unit, Renovated, Park/greenery View, Air Conditioning, Water Heater, Intercom","BUANGKOK MRT 13 mins  NE15 1.1 km,  14 mins   1.14 km,  14 mins   1.18 km","Blk 911 1 min  325156101884343M 70m, Blk 913 1 min  109109A15916188 90m, Opp Blk 913 1 min  15916188101109 130m","Yio Chu Kang Primary 230m, Hougang Primary 320m, Montfort Junior 830m","Hougang Secondary 210m, Xinmin Secondary 720m, Montfort Secondary 790m","HOUGANG GREEN SHOPPING MALL 440m, HOUGANG 1 610m, Eastpoint Mall 1.3 km",Partially Furnished,NA, Hougang ,NA,103.8834526,1.3789269,Yes
Lengkok Bahru,NA,HDB 4 Rooms,Standard,490000,1649.639213,904.1676,542,3,NA,NA,NA,NA,NA,48 Lengkok Bahru (151048),151048,NA,2,1986,LEASEHOLD/99 years,NA,"REDHILL MRT 8 mins  EW18 690m, QUEENSTOWN MRT 12 mins  EW19 990m, TIONG BAHRU MRT 22 mins  EW17 1.82 km","Blk 50 1 min  63 70m, Opp Blk 44 1 min  139 110m, Shriro Hse 1 min  63 130m","Gan Eng Seng Primary 540m, Queenstown Primary 1.03 km, Blangah Rise Primary 1.27 km","Bukit Merah Secondary 280m, Queenstown Secondary 740m, Henderson Secondary 980m","DAWSON PLACE 600m, ALEXANDRA CENTRAL 630m, Anchorpoint 680m",Not Furnished,NA, Bukit Merah ,NA,103.810896,1.2873284,Yes
Jalan Rajah,NA,HDB Executive,Maisonette,738888,2326.607667,1636.1128,452,4,NA,HIGH,NA,NA,NA,105 Jalan Rajah (320105),320105,NA,NA,NA,LEASEHOLD/99 years,"Original Condition, Air Conditioning, Cooker Hob/hood, Water Heater, Balcony","TOA PAYOH MRT 11 mins  NS19 900m, BOON KENG MRT 16 mins  NE9 1.29 km, NOVENA MRT 18 mins  NS20 1.5 km","Blk 105 1 min  139139M129 40m, Curtin S'pore 1 min  129139139M 60m","Hong Wen 870m, Pei Chun Public 990m, Balestier Hill Primary 1.1 km","Bendemeer Secondary 910m, Northlight 1.08 km, Balestier Hill Secondary 1.24 km","SHAW PLAZA - TWIN HEIGHTS 490m, Hdb Hub 710m, ZHONGSHAN MALL 830m",NA,NA, Kallang/Whampoa ,NA,103.8540088,1.3286387,Yes
Bukit Batok Street 11,NA,HDB 3 Rooms,Model A,275000,1132.700495,796.5286,345,2,NA,NA,NA,NA,NA,162 Bukit Batok Street 11 (650162),650162,NA,2,NA,LEASEHOLD/99 years,"Original Condition, Water Heater, Cooker Hob/hood","BUKIT BATOK MRT 10 mins  NS2 860m, CHINESE GARDEN MRT 14 mins  EW25 1.17 km, JURONG EAST MRT 20 mins  EW24NS1 1.63 km","Blk 168 1 min  941 120m, Blk 154A 2 mins  941 190m, Opp Bt Batok Presby Ch 2 mins  941 200m","Princess Elizabeth Primary 190m, Yuhua Primary 550m, Jurong Primary 1.0 km","Bukit Batok Secondary 140m, Crest Secondary 470m, Shuqun Secondary 870m","West Mall 840m, WESTGATE 1.51 km, IMM BUILDING 1.51 km",NA,NA, Bukit Batok ,NA,103.7417267,1.3479668,Yes
Park Central @ Amk,NA,HDB 4 Rooms,Model A,678000,1761.363073,979.5149,692,3,NA,HIGH,NA,NA,NA,588D Ang Mo Kio Street 52 (564588),564588,NA,2,2011,LEASEHOLD/99 years,"Corner Unit, Renovated, City View, Air Conditioning, Water Heater, Cooker Hob/hood, Balcony, Bombshelter, Walk-in-wardrobe","ANG MO KIO MRT 6 mins  NS16 550m, YIO CHU KANG MRT 18 mins  NS15 1.5 km, MAYFLOWER MRT DUE 2020 23 mins  TE6 1.89 km","Blk 527 1 min  265265A 70m, Opp Blk 527 1 min  265265A 110m, Blk 586 2 mins  88132165CT8261268737474e7625 210m","Jing Shan Primary 240m, Da Qiao Primary 560m, Teck Ghee Primary 760m","Anderson Secondary 390m, Deyi Secondary 660m, Chong Boon Secondary 1.0 km","Jubilee Square 680m, AMK HUB 680m, Djitsun Mall 710m",NA,NA, Ang Mo Kio ,NA,103.8539173,1.371702,Yes
Jalan Rajah,NA,HDB Executive,Maisonette,799999,2280.68887,1603.8211,499,4,NA,MID,NA,NA,NA,106 Jalan Rajah (321106),321106,NA,NA,NA,LEASEHOLD/99 years,"Park/greenery View, Cooker Hob/hood, Water Heater, Air Conditioning, Balcony","TOA PAYOH MRT 12 mins  NS19 980m, BOON KENG MRT 15 mins  NE9 1.23 km, NOVENA MRT 19 mins  NS20 1.57 km","Blk 105 1 min  139139M129 90m, Curtin S'pore 1 min  129139139M 100m, Opp NKF 2 mins  18612412513113921 220m","Hong Wen 830m, Pei Chun Public 990m, Balestier Hill Primary 1.19 km","Bendemeer Secondary 820m, Northlight 1.05 km, St. Andrew's Secondary 1.27 km","SHAW PLAZA - TWIN HEIGHTS 550m, Hdb Hub 800m, ZHONGSHAN MALL 920m",NA,NA, Kallang/Whampoa ,NA,103.854732,1.3285642,Yes
Melville Park, D18 - Pasir Ris / Tampines ,Condominium,Condominium,920000,2278.420445,1345,684,3,1,HIGH,NA,NA,NA,18 Simei Street 1 (529943),529943,Melville Park Developments Pte Ltd (Fcc),3,1996,LEASEHOLD/99 years,"Wadpool, Gymnasium, Barbecue Area, Car Park, Landscaped Garden, Multi Purpose Hall, Club House, Jacuzzi, Fitness Area, Play Ground, Tennis Court, Swimming Pool, Securities, Squash Court, Corner Unit, Air Conditioning, Bathtub, Cooker Hob/hood, Water Heater, Flooring For Bedroom, Kitchen, Flooring For Living/dining, Air-conditioning, Balcony","TAMPINES EAST MRT 11 mins  DT33 880m, SIMEI MRT 11 mins  EW3 900m, UPPER CHANGI MRT 11 mins  DT34 920m",Melville Pk 2 mins  2091238 230m,"East Spring Primary 510m, Angsana Primary 770m, Chongzheng Primary 810m","Ngee Ann Secondary 590m, East Spring Secondary 800m, Changkat Changi Secondary 1.19 km","Tampines Mall 1.56 km, TAMPINES 1 1.57 km, Tampines 1 1.58 km",Partially Furnished,NA,NA,1232,103.958381,1.349466,No
Jurong West Central 1,NA,HDB 4 Rooms,Model A,412000,1820.572936,1022.5705,403,3,NA,MID,NA,NA,NA,682C Jurong West Central 1 (643682),643682,NA,2,2000,LEASEHOLD/99 years,"Air Conditioning, Water Heater, Cooker Hob/hood","BOON LAY MRT 6 mins  EW27 540m, PIONEER MRT 13 mins  EW28 1.07 km, LAKESIDE MRT 21 mins  EW26 1.73 km","Blk 683A 1 min  199242405502502A 70m, Blk 691A CP 1 min  199405502242 90m, Blk 685B 2 mins  243W258502502ANR5193181181M 180m","Westwood Primary 700m, West Grove Primary 700m, Jurong West Primary 840m","Boon Lay Secondary 390m, River Valley High 430m, Dunearn Secondary 510m","Jurong Point 390m, BOON LAY SHOPPING CENTRE 850m, PIONEER MALL 880m",NA,River Valley High School 430m, Jurong West ,NA,103.7054326,1.34326,Yes
Hougang Street 91,NA,HDB 4 Rooms,Model A,410000,1896.737865,1076.39,381,3,NA,NA,NA,NA,NA,920 Hougang Street 91 (530920),530920,NA,2,1998,LEASEHOLD/99 years,"Air Conditioning, Water Heater, Cooker Hob/hood","HOUGANG MRT 14 mins  NE14 1.14 km, BUANGKOK MRT 14 mins  NE15 1.19 km,  16 mins   1.32 km","Blk 687 1 min  88109159161 120m, Opp Blk 913 2 mins  15916188101109 160m, Blk 919 2 mins  15916188109109A 160m","Yio Chu Kang Primary 220m, Hougang Primary 350m, Xinmin Primary 610m","Hougang Secondary 190m, Xinmin Secondary 490m, Montfort Secondary 630m","HOUGANG GREEN SHOPPING MALL 500m, HOUGANG 1 520m, Eastpoint Mall 1.18 km",NA,NA, Hougang ,NA,103.8840869,1.3768717,Yes
Ang Mo Kio Street 52,NA,HDB 5 Rooms,Improved,850000,2035.227058,1173.2651,725,3,1,HIGH,NA,NA,NA,596C Ang Mo Kio Street 52 (563596),563596,NA,2,2002,LEASEHOLD/99 years,"Corner Unit, City View, Park/greenery View, Renovated, Air Conditioning, Cooker Hob/hood, Bombshelter","ANG MO KIO MRT 3 mins  NS16 240m, YIO CHU KANG MRT 15 mins  NS15 1.23 km, MAYFLOWER MRT DUE 2020 18 mins  TE6 1.46 km","Opp Blk 710 2 mins  265265A12815950 180m, Blk 522 2 mins  265265A 200m, Jubilee 2 mins  50265265A159128 210m","Jing Shan Primary 190m, Teck Ghee Primary 720m, Mayflower Primary 910m","Anderson Secondary 300m, Deyi Secondary 720m, Ang Mo Kio Secondary 990m","Jubilee Square 260m, Djitsun Mall 290m, AMK HUB 370m",NA,Chij St. Nicholas Girls' School 1.78 km, Ang Mo Kio ,NA,103.8497503,1.3721662,Yes
Bukit Batok Street 21,NA,HDB 5 Rooms,Improved,499000,1852.135847,1302.4319,383,3,NA,HIGH,NA,NA,NA,216 Bukit Batok Street 21 (650216),650216,NA,2,NA,LEASEHOLD/99 years,"Corner Unit, City View, Renovated, Air Conditioning, Water Heater, Cooker Hob/hood, Balcony","BUKIT BATOK MRT 6 mins  NS2 510m, BUKIT GOMBAK MRT 16 mins  NS3 1.33 km","Opp Blk 217 1 min  173 110m, Blk 217 1 min  173173A 120m, Blk 229 2 mins  174174e1771781061579903N506NR88526666B6177 200m","Bukit View Primary 100m, Keming Primary 360m, Lianhua Primary 800m","Bukit View Secondary 220m, Hillgrove Secondary 630m, Yusof Ishak Secondary 890m","West Mall 570m, IMM BUILDING 1.54 km, Imm 1.55 km",Partially Furnished,NA, Bukit Batok ,NA,103.7534939,1.3471667,Yes
West Coast Drive,NA,HDB 3 Rooms,New Generation,298000,1387.926234,721.1813,413,2,NA,MID,NA,NA,NA,509 West Coast Drive (120509),120509,NA,2,1978,LEASEHOLD/99 years,"Original Condition, Park/greenery View, Air Conditioning, Water Heater, Cooker Hob/hood","CLEMENTI MRT 8 mins  EW23 640m, DOVER MRT 24 mins  EW22 1.94 km","Blk 512 2 mins  143307851285 200m, Blk 506 2 mins  1971989797e 220m","Qifa Primary 470m, Clementi Primary 570m, Nan Hua Primary 900m","Tanglin Secondary 310m, Clementi Town Secondary 500m, Nan Hua High 910m","THE CLEMENTI MALL 560m, CLEMENTI AVENUE 2 SHOPPING CENTRE 1.13 km",Partially Furnished,Nus High School Of Mathematics And Science 1.06 km, Clementi ,NA,103.7610046,1.3111674,Yes
Boon Lay Avenue,NA,HDB 3 Rooms,Improved(modified),258000,1403.16922,731.9452,352,2,NA,NA,NA,NA,NA,187 Boon Lay Avenue (640187),640187,NA,NA,1978,LEASEHOLD/99 years,"Corner Unit, Water Heater","BOON LAY MRT 11 mins  EW27 880m, LAKESIDE MRT 14 mins  EW26 1.16 km, PIONEER MRT 20 mins  EW28 1.65 km","Opp Blk 188 1 min  240M240 110m, Blk 188 1 min  240240M246 120m, River Valley High Sch 2 mins  99174174e198502NR55N 220m","Boon Lay Garden Primary 360m, Corporation Primary 800m, Rulang Primary 980m","River Valley High 170m, Dunearn Secondary 350m, Boon Lay Secondary 990m","BOON LAY SHOPPING CENTRE 260m, Jurong Point 720m, PIONEER MALL 1.47 km",NA,River Valley High School 170m, Jurong West ,NA,103.7105477,1.3452524,Yes
Woodlands Drive 70,NA,HDB 5 Rooms,Improved,425000,2202.679981,1291.668,329,3,NA,MID,NA,NA,NA,715 Woodlands Drive 70 (730715),730715,NA,2,1997,LEASEHOLD/99 years,"Park/greenery View, Air Conditioning, Water Heater, Cooker Hob/hood","ADMIRALTY MRT 2 mins  NS10 200m, WOODLANDS NORTH MRT DUE 2019 18 mins  TE1 1.48 km, WOODLANDS MRT 19 mins  NS9TE2 1.55 km","Opp Admiralty Stn 1 min  965965A969904913964 130m, Admiralty Stn 2 mins  904912913964965969 180m, Bef Admiralty Pr Sch 2 mins  964913 210m","Admiralty Primary 100m, Greenwood Primary 600m, Evergreen Primary 610m","Admiralty Secondary 550m, Woodlands Ring Secondary 640m, Evergreen Secondary 650m","ADMIRALTY PLACE 380m, WOODLANDS MART 450m, 888 PLAZA 710m",Partially Furnished,NA, Woodlands ,NA,103.7996879,1.4421561,Yes
Edgedale Plains,NA,HDB 4 Rooms,Model A,360000,1759.897473,979.5149,367,3,NA,LOW,NA,NA,NA,126A Edgedale Plains (821126),821126,NA,2,2003,LEASEHOLD/99 years,"Renovated, Park/greenery View, Air Conditioning, Water Heater, Cooker Hob/hood"," 1 min   130m, CORAL EDGE LRT 1 min  PE3 130m, MERIDIAN LRT 5 mins  PE2 400m","Blk 126A 1 min  36283 40m, Opp Blk 126A 1 min  836262A36N386 70m","Greendale Primary 260m, Mee Toh 330m, Horizon Primary 620m","Greendale Secondary 300m, Punggol Secondary 910m, Chij St. Joseph's Convent 1.05 km","PUNGGOL PLAZA 160m, Rivervale Mall 820m, Rivervale Plaza 1.44 km",Partially Furnished,NA, Punggol ,NA,103.9115443,1.3942935,Yes
Woodlands Street 81,NA,HDB Executive,Maisonette,600000,2234.792492,1571.5294,382,3,NA,MID,NA,NA,NA,804 Woodlands Street 81 (730804),730804,NA,2,NA,LEASEHOLD/99 years,"Renovated, Park/greenery View, Air Conditioning, Water Heater, Cooker Hob/hood, Balcony, Maidsroom","WOODLANDS MRT 4 mins  NS9TE2 360m, WOODLANDS NORTH MRT DUE 2019 9 mins  TE1 750m, ADMIRALTY MRT 18 mins  NS10 1.46 km","Blk 803 1 min  903903M911NR2169 100m, Riverside Sec Sch 2 mins  911 180m, Opp Blk 802 2 mins  169169A903903M 210m","Qihua Primary 240m, Woodlands Primary 570m, Woodgrove Primary 820m","Riverside Secondary 140m, Evergreen Secondary 680m, Marsiling Secondary 1.36 km","WOODLANDS NORTH PLAZA 470m, Causeway Point 470m, 888 PLAZA 900m",Partially Furnished,Singapore Sports School 1.52 km, Woodlands ,NA,103.7878938,1.4400818,Yes
Serangoon Avenue 4,NA,HDB 3 Rooms,New Generation,359000,1025.556634,721.1813,498,2,NA,LOW,NA,NA,NA,225 Serangoon Avenue 4 (550225),550225,NA,2,NA,LEASEHOLD/99 years,"Renovated, Park/greenery View, Air Conditioning, Cooker Hob/hood, Water Heater, Walk-in-wardrobe","LORONG CHUAN MRT STATION 10 mins  CC14 830m, SERANGOON MRT 10 mins  CC13NE12 860m, KOVAN MRT 20 mins  NE13 1.6 km","Blk 230 1 min  532224109109A156853853C315 120m, Blk 233 2 mins  156109853853C222453 190m, Summer Pl 2 mins  31513673 200m","Zhonghua Primary 390m, Chij Our Lady Of Good Counsel 650m, Yangzheng Primary 880m","Peicai Secondary 290m, Zhonghua Secondary 930m, St. Gabriel's Secondary 1.32 km","NEX 690m, ICB SHOPPING CENTRE 900m, UPPER SERANGOON SHOPPING CENTRE 1.05 km",Partially Furnished,"Maris Stella High School 1.92 km, St. Joseph's Institution 1.93 km", Serangoon ,NA,103.8701338,1.3568838,Yes
Kreta Ayer Road,NA,HDB 4 Rooms,Improved,655000,1270.466107,893.4037,733,3,NA,HIGH,NA,NA,NA,334 Kreta Ayer Road (080334),80334,NA,1,NA,LEASEHOLD/99 years,NA,"MAXWELL MRT DUE 2021 2 mins  TE18 180m, CHINATOWN MRT 3 mins  DT19NE4 290m, OUTRAM PARK MRT 3 mins  EW16NE3TE17 310m","Opp Blk 333 1 min  80145 90m, Opp Pearl's Ctr 1 min  143147124190961961C851970CT8CT18543363212 150m, New Bridge Ctr 1 min  970CT8CT18190961961C851546321233143147124 150m","Cantonment Primary 720m, River Valley Primary 1.57 km, Chij (kellock) 1.79 km",Outram Secondary 790m,"PEARLS CENTRE 170m, PEOPLE'S PARK COMPLEX 280m, Chinatown Point 490m",Not Furnished,NA, Central Area ,NA,103.8422758,1.2815328,Yes
Bedok North Street 2,NA,HDB 3 Rooms,New Generation,310000,1387.926234,721.1813,430,2,NA,LOW,NA,NA,NA,134 Bedok North Street 2 (460134),460134,NA,2,1978,LEASEHOLD/99 years,"Park/greenery View, Cooker Hob/hood, Water Heater","BEDOK MRT 10 mins  EW5 860m, BEDOK RESERVOIR MRT 12 mins  DT30 1.03 km, TANAH MERAH MRT 13 mins  EW4 1.05 km",Bet Blks 139/140 2 mins  NR7506CT182222281681414e4528666769 230m,"Bedok Green Primary 500m, Fengshan Primary 570m, Haig Girls' 590m","Anglican High 610m, Bedok Green Secondary 710m, Bedok View Secondary 930m","BEDOK POINT 610m, BEDOK MALL 910m, EAST VILLAGE 1.14 km",Partially Furnished,Temasek Junior College 1.1 km, Bedok ,NA,103.9366504,1.3283172,Yes
Tampines Street 21,NA,HDB 3 Rooms,New Generation,330000,1389.208634,721.1813,458,2,NA,LOW,NA,NA,NA,231 Tampines Street 21 (521231),521231,NA,2,1985,LEASEHOLD/99 years,"Original Condition, Park/greenery View, Water Heater","TAMPINES EAST MRT 7 mins  DT33 590m, TAMPINES MRT 7 mins  DT32EW2 590m, SIMEI MRT 18 mins  EW3 1.5 km","Blk 423 2 mins  48373818192181NR7 170m, Blk 233 2 mins  18192137388148 180m, Blk 230B 2 mins  291 220m","Gongshang Primary 140m, Tampines North Primary 510m, Yumin Primary 540m","Pasir Ris Secondary 160m, East View Secondary 260m, Ngee Ann Secondary 860m","TAMPINES 1 490m, Tampines 1 490m, Tampines Mall 620m",Partially Furnished,NA, Tampines ,NA,103.9490918,1.3559635,Yes
Woodlands Drive 16,NA,HDB 4 Rooms,Model A,340000,1759.531073,979.5149,347,3,NA,LOW,NA,NA,NA,579 Woodlands Drive 16 (730579),730579,NA,2,2001,LEASEHOLD/99 years,"Corner Unit, Renovated, Air Conditioning, Cooker Hob/hood, Water Heater, Bombshelter","WOODLANDS SOUTH MRT DUE 2019 6 mins  TE3 480m, ADMIRALTY MRT 15 mins  NS10 1.23 km, WOODLANDS MRT 15 mins  NS9TE2 1.25 km","Opp Blk 583 1 min  901 130m, Blk 554 1 min  901 140m","Woodlands Ring Primary 500m, Innova Primary 610m, Woodgrove Primary 650m","Woodgrove Secondary 250m, Christ Church Secondary 560m, Woodlands Ring Secondary 790m","VISTA POINT 210m, 888 PLAZA 710m, ADMIRALTY PLACE 1.21 km",NA,Singapore Sports School 860m, Woodlands ,NA,103.795862,1.4307849,Yes
Jurong East Avenue 1,NA,HDB Executive,Maisonette,530000,2613.687478,1582.2933,335,3,1,NA,NA,NA,NA,337 Jurong East Avenue 1 (600337),600337,NA,NA,1985,LEASEHOLD/99 years,"Corner Unit, Renovated, Cooker Hob/hood, Water Heater, Balcony","CHINESE GARDEN MRT 10 mins  EW25 870m, LAKESIDE MRT 17 mins  EW26 1.37 km, BUKIT BATOK MRT 24 mins  NS2 1.96 km","Opp Jurong Polyclinic 1 min  5023345NNR51871989898M99157185 140m, Jurong Polyclinic 2 mins  1851579898M99334187198502 160m, Opp Track 18 2 mins  174 180m","Jurong Primary 170m, Princess Elizabeth Primary 1.02 km, Shuqun Primary 1.18 km","Jurongville Secondary 370m, Hong Kah Secondary 620m, Fuhua Secondary 670m",West Mall 1.93 km,NA,NA, Jurong East ,NA,103.7316804,1.3498561,Yes
